shift_id,date,staff_id,staff_name,role,shift_start,hours_worked,hourly_rate,labour_cost,is_weekend,is_event_day
SH20230601S005,2023-06-01,S005,Niamh Walsh,Bartender,17,6,14.5,87.0,False,False
SH20230601S004,2023-06-01,S004,Declan Byrne,Supervisor,11,5,18.0,90.0,False,False
SH20230601S008,2023-06-01,S008,Patrick Hennessy,Supervisor,11,5,18.0,90.0,False,False
SH20230602S010,2023-06-02,S010,Liam McCarthy,Kitchen,13,7,15.0,105.0,False,False
SH20230602S005,2023-06-02,S005,Niamh Walsh,Bartender,12,7,14.5,101.5,False,False
SH20230602S009,2023-06-02,S009,Emma Burke,Kitchen,13,6,15.0,90.0,False,False
SH20230602S006,2023-06-02,S006,Seamus Connolly,Floor Staff,13,6,13.5,81.0,False,False
SH20230602S004,2023-06-02,S004,Declan Byrne,Supervisor,12,7,18.0,126.0,False,False
SH20230602S001,2023-06-02,S001,Aoife Murphy,Bartender,12,6,14.5,87.0,False,False
SH20230602S003,2023-06-02,S003,Siobhan Kelly,Bartender,17,7,14.5,101.5,False,False
SH20230603S007,2023-06-03,S007,Roisin Doyle,Floor Staff,17,8,13.5,108.0,True,False
SH20230603S010,2023-06-03,S010,Liam McCarthy,Kitchen,13,7,15.0,105.0,True,False
SH20230603S002,2023-06-03,S002,Cian O'Sullivan,Bartender,11,6,14.5,87.0,True,False
SH20230603S003,2023-06-03,S003,Siobhan Kelly,Bartender,17,6,14.5,87.0,True,False
SH20230603S005,2023-06-03,S005,Niamh Walsh,Bartender,12,7,14.5,101.5,True,False
SH20230603S004,2023-06-03,S004,Declan Byrne,Supervisor,12,7,18.0,126.0,True,False
SH20230603S001,2023-06-03,S001,Aoife Murphy,Bartender,12,7,14.5,101.5,True,False
SH20230604S006,2023-06-04,S006,Seamus Connolly,Floor Staff,12,7,13.5,94.5,True,False
SH20230604S004,2023-06-04,S004,Declan Byrne,Supervisor,11,6,18.0,108.0,True,False
SH20230604S003,2023-06-04,S003,Siobhan Kelly,Bartender,11,6,14.5,87.0,True,False
SH20230604S001,2023-06-04,S001,Aoife Murphy,Bartender,12,6,14.5,87.0,True,False
SH20230604S008,2023-06-04,S008,Patrick Hennessy,Supervisor,17,6,18.0,108.0,True,False
SH20230605S008,2023-06-05,S008,Patrick Hennessy,Supervisor,11,5,18.0,90.0,False,False
SH20230605S006,2023-06-05,S006,Seamus Connolly,Floor Staff,11,5,13.5,67.5,False,False
SH20230605S010,2023-06-05,S010,Liam McCarthy,Kitchen,12,6,15.0,90.0,False,False
SH20230605S007,2023-06-05,S007,Roisin Doyle,Floor Staff,17,5,13.5,67.5,False,False
SH20230606S009,2023-06-06,S009,Emma Burke,Kitchen,13,6,15.0,90.0,False,False
SH20230606S010,2023-06-06,S010,Liam McCarthy,Kitchen,11,6,15.0,90.0,False,False
SH20230606S006,2023-06-06,S006,Seamus Connolly,Floor Staff,13,6,13.5,81.0,False,False
SH20230607S005,2023-06-07,S005,Niamh Walsh,Bartender,11,5,14.5,72.5,False,False
SH20230607S010,2023-06-07,S010,Liam McCarthy,Kitchen,12,5,15.0,75.0,False,False
SH20230608S003,2023-06-08,S003,Siobhan Kelly,Bartender,13,5,14.5,72.5,False,False
SH20230608S001,2023-06-08,S001,Aoife Murphy,Bartender,12,5,14.5,72.5,False,False
SH20230609S007,2023-06-09,S007,Roisin Doyle,Floor Staff,13,8,13.5,108.0,False,False
SH20230609S003,2023-06-09,S003,Siobhan Kelly,Bartender,11,6,14.5,87.0,False,False
SH20230609S001,2023-06-09,S001,Aoife Murphy,Bartender,11,8,14.5,116.0,False,False
SH20230609S010,2023-06-09,S010,Liam McCarthy,Kitchen,12,8,15.0,120.0,False,False
SH20230609S005,2023-06-09,S005,Niamh Walsh,Bartender,13,8,14.5,116.0,False,False
SH20230610S003,2023-06-10,S003,Siobhan Kelly,Bartender,17,8,14.5,116.0,True,False
SH20230610S004,2023-06-10,S004,Declan Byrne,Supervisor,11,8,18.0,144.0,True,False
SH20230610S002,2023-06-10,S002,Cian O'Sullivan,Bartender,13,6,14.5,87.0,True,False
SH20230610S008,2023-06-10,S008,Patrick Hennessy,Supervisor,17,8,18.0,144.0,True,False
SH20230610S005,2023-06-10,S005,Niamh Walsh,Bartender,12,8,14.5,116.0,True,False
SH20230610S001,2023-06-10,S001,Aoife Murphy,Bartender,17,6,14.5,87.0,True,False
SH20230610S006,2023-06-10,S006,Seamus Connolly,Floor Staff,17,6,13.5,81.0,True,False
SH20230611S009,2023-06-11,S009,Emma Burke,Kitchen,17,8,15.0,120.0,True,False
SH20230611S008,2023-06-11,S008,Patrick Hennessy,Supervisor,12,8,18.0,144.0,True,False
SH20230611S004,2023-06-11,S004,Declan Byrne,Supervisor,17,8,18.0,144.0,True,False
SH20230611S002,2023-06-11,S002,Cian O'Sullivan,Bartender,12,7,14.5,101.5,True,False
SH20230611S003,2023-06-11,S003,Siobhan Kelly,Bartender,13,8,14.5,116.0,True,False
SH20230611S001,2023-06-11,S001,Aoife Murphy,Bartender,13,6,14.5,87.0,True,False
SH20230612S003,2023-06-12,S003,Siobhan Kelly,Bartender,11,6,14.5,87.0,False,False
SH20230612S001,2023-06-12,S001,Aoife Murphy,Bartender,12,6,14.5,87.0,False,False
SH20230612S010,2023-06-12,S010,Liam McCarthy,Kitchen,11,5,15.0,75.0,False,False
SH20230612S006,2023-06-12,S006,Seamus Connolly,Floor Staff,17,5,13.5,67.5,False,False
SH20230613S005,2023-06-13,S005,Niamh Walsh,Bartender,12,5,14.5,72.5,False,False
SH20230613S002,2023-06-13,S002,Cian O'Sullivan,Bartender,13,6,14.5,87.0,False,False
SH20230613S008,2023-06-13,S008,Patrick Hennessy,Supervisor,11,5,18.0,90.0,False,False
SH20230613S001,2023-06-13,S001,Aoife Murphy,Bartender,17,6,14.5,87.0,False,False
SH20230614S009,2023-06-14,S009,Emma Burke,Kitchen,12,6,15.0,90.0,False,False
SH20230614S003,2023-06-14,S003,Siobhan Kelly,Bartender,13,5,14.5,72.5,False,False
SH20230614S004,2023-06-14,S004,Declan Byrne,Supervisor,12,5,18.0,90.0,False,False
SH20230614S010,2023-06-14,S010,Liam McCarthy,Kitchen,11,6,15.0,90.0,False,False
SH20230615S003,2023-06-15,S003,Siobhan Kelly,Bartender,11,5,14.5,72.5,False,False
SH20230615S009,2023-06-15,S009,Emma Burke,Kitchen,12,5,15.0,75.0,False,False
SH20230615S008,2023-06-15,S008,Patrick Hennessy,Supervisor,13,6,18.0,108.0,False,False
SH20230616S002,2023-06-16,S002,Cian O'Sullivan,Bartender,13,7,14.5,101.5,False,False
SH20230616S007,2023-06-16,S007,Roisin Doyle,Floor Staff,17,7,13.5,94.5,False,False
SH20230616S008,2023-06-16,S008,Patrick Hennessy,Supervisor,11,7,18.0,126.0,False,False
SH20230616S009,2023-06-16,S009,Emma Burke,Kitchen,17,6,15.0,90.0,False,False
SH20230616S005,2023-06-16,S005,Niamh Walsh,Bartender,11,8,14.5,116.0,False,False
SH20230616S010,2023-06-16,S010,Liam McCarthy,Kitchen,12,7,15.0,105.0,False,False
SH20230616S003,2023-06-16,S003,Siobhan Kelly,Bartender,17,8,14.5,116.0,False,False
SH20230617S001,2023-06-17,S001,Aoife Murphy,Bartender,11,8,14.5,116.0,True,True
SH20230617S008,2023-06-17,S008,Patrick Hennessy,Supervisor,17,7,18.0,126.0,True,True
SH20230617S005,2023-06-17,S005,Niamh Walsh,Bartender,13,8,14.5,116.0,True,True
SH20230617S003,2023-06-17,S003,Siobhan Kelly,Bartender,11,7,14.5,101.5,True,True
SH20230617S007,2023-06-17,S007,Roisin Doyle,Floor Staff,11,6,13.5,81.0,True,True
SH20230618S004,2023-06-18,S004,Declan Byrne,Supervisor,17,8,18.0,144.0,True,False
SH20230618S006,2023-06-18,S006,Seamus Connolly,Floor Staff,11,6,13.5,81.0,True,False
SH20230618S009,2023-06-18,S009,Emma Burke,Kitchen,12,6,15.0,90.0,True,False
SH20230618S002,2023-06-18,S002,Cian O'Sullivan,Bartender,17,7,14.5,101.5,True,False
SH20230618S003,2023-06-18,S003,Siobhan Kelly,Bartender,17,8,14.5,116.0,True,False
SH20230618S005,2023-06-18,S005,Niamh Walsh,Bartender,12,6,14.5,87.0,True,False
SH20230619S005,2023-06-19,S005,Niamh Walsh,Bartender,13,5,14.5,72.5,False,False
SH20230619S002,2023-06-19,S002,Cian O'Sullivan,Bartender,13,6,14.5,87.0,False,False
SH20230619S001,2023-06-19,S001,Aoife Murphy,Bartender,11,6,14.5,87.0,False,False
SH20230619S006,2023-06-19,S006,Seamus Connolly,Floor Staff,17,6,13.5,81.0,False,False
SH20230620S006,2023-06-20,S006,Seamus Connolly,Floor Staff,11,6,13.5,81.0,False,False
SH20230620S002,2023-06-20,S002,Cian O'Sullivan,Bartender,17,5,14.5,72.5,False,False
SH20230621S009,2023-06-21,S009,Emma Burke,Kitchen,12,5,15.0,75.0,False,False
SH20230621S005,2023-06-21,S005,Niamh Walsh,Bartender,17,6,14.5,87.0,False,False
SH20230621S002,2023-06-21,S002,Cian O'Sullivan,Bartender,17,6,14.5,87.0,False,False
SH20230621S008,2023-06-21,S008,Patrick Hennessy,Supervisor,12,5,18.0,90.0,False,False
SH20230622S004,2023-06-22,S004,Declan Byrne,Supervisor,17,5,18.0,90.0,False,False
SH20230622S010,2023-06-22,S010,Liam McCarthy,Kitchen,13,6,15.0,90.0,False,False
SH20230622S002,2023-06-22,S002,Cian O'Sullivan,Bartender,11,5,14.5,72.5,False,False
SH20230623S003,2023-06-23,S003,Siobhan Kelly,Bartender,11,7,14.5,101.5,False,False
SH20230623S007,2023-06-23,S007,Roisin Doyle,Floor Staff,11,6,13.5,81.0,False,False
SH20230623S004,2023-06-23,S004,Declan Byrne,Supervisor,11,6,18.0,108.0,False,False
SH20230623S005,2023-06-23,S005,Niamh Walsh,Bartender,17,6,14.5,87.0,False,False
SH20230623S008,2023-06-23,S008,Patrick Hennessy,Supervisor,17,8,18.0,144.0,False,False
SH20230624S006,2023-06-24,S006,Seamus Connolly,Floor Staff,17,6,13.5,81.0,True,False
SH20230624S008,2023-06-24,S008,Patrick Hennessy,Supervisor,13,8,18.0,144.0,True,False
SH20230624S009,2023-06-24,S009,Emma Burke,Kitchen,17,6,15.0,90.0,True,False
SH20230624S007,2023-06-24,S007,Roisin Doyle,Floor Staff,13,8,13.5,108.0,True,False
SH20230624S003,2023-06-24,S003,Siobhan Kelly,Bartender,11,6,14.5,87.0,True,False
SH20230624S010,2023-06-24,S010,Liam McCarthy,Kitchen,11,7,15.0,105.0,True,False
SH20230625S009,2023-06-25,S009,Emma Burke,Kitchen,13,8,15.0,120.0,True,False
SH20230625S003,2023-06-25,S003,Siobhan Kelly,Bartender,12,8,14.5,116.0,True,False
SH20230625S001,2023-06-25,S001,Aoife Murphy,Bartender,11,8,14.5,116.0,True,False
SH20230625S007,2023-06-25,S007,Roisin Doyle,Floor Staff,13,6,13.5,81.0,True,False
SH20230625S002,2023-06-25,S002,Cian O'Sullivan,Bartender,13,6,14.5,87.0,True,False
SH20230625S010,2023-06-25,S010,Liam McCarthy,Kitchen,17,8,15.0,120.0,True,False
SH20230626S008,2023-06-26,S008,Patrick Hennessy,Supervisor,11,5,18.0,90.0,False,False
SH20230626S005,2023-06-26,S005,Niamh Walsh,Bartender,13,6,14.5,87.0,False,False
SH20230626S010,2023-06-26,S010,Liam McCarthy,Kitchen,12,5,15.0,75.0,False,False
SH20230627S010,2023-06-27,S010,Liam McCarthy,Kitchen,11,6,15.0,90.0,False,False
SH20230627S005,2023-06-27,S005,Niamh Walsh,Bartender,12,5,14.5,72.5,False,False
SH20230627S006,2023-06-27,S006,Seamus Connolly,Floor Staff,13,6,13.5,81.0,False,False
SH20230627S009,2023-06-27,S009,Emma Burke,Kitchen,11,5,15.0,75.0,False,False
SH20230628S007,2023-06-28,S007,Roisin Doyle,Floor Staff,13,6,13.5,81.0,False,False
SH20230628S003,2023-06-28,S003,Siobhan Kelly,Bartender,12,6,14.5,87.0,False,False
SH20230629S007,2023-06-29,S007,Roisin Doyle,Floor Staff,17,5,13.5,67.5,False,False
SH20230629S004,2023-06-29,S004,Declan Byrne,Supervisor,12,6,18.0,108.0,False,False
SH20230629S002,2023-06-29,S002,Cian O'Sullivan,Bartender,11,5,14.5,72.5,False,False
SH20230630S009,2023-06-30,S009,Emma Burke,Kitchen,12,7,15.0,105.0,False,False
SH20230630S008,2023-06-30,S008,Patrick Hennessy,Supervisor,12,8,18.0,144.0,False,False
SH20230630S010,2023-06-30,S010,Liam McCarthy,Kitchen,17,8,15.0,120.0,False,False
SH20230630S007,2023-06-30,S007,Roisin Doyle,Floor Staff,17,7,13.5,94.5,False,False
SH20230630S006,2023-06-30,S006,Seamus Connolly,Floor Staff,12,6,13.5,81.0,False,False
SH20230630S005,2023-06-30,S005,Niamh Walsh,Bartender,12,7,14.5,101.5,False,False
SH20230701S005,2023-07-01,S005,Niamh Walsh,Bartender,13,7,14.5,101.5,True,False
SH20230701S008,2023-07-01,S008,Patrick Hennessy,Supervisor,11,7,18.0,126.0,True,False
SH20230701S010,2023-07-01,S010,Liam McCarthy,Kitchen,12,6,15.0,90.0,True,False
SH20230701S007,2023-07-01,S007,Roisin Doyle,Floor Staff,11,8,13.5,108.0,True,False
SH20230701S006,2023-07-01,S006,Seamus Connolly,Floor Staff,17,8,13.5,108.0,True,False
SH20230701S001,2023-07-01,S001,Aoife Murphy,Bartender,11,6,14.5,87.0,True,False
SH20230702S006,2023-07-02,S006,Seamus Connolly,Floor Staff,13,8,13.5,108.0,True,False
SH20230702S009,2023-07-02,S009,Emma Burke,Kitchen,12,6,15.0,90.0,True,False
SH20230702S004,2023-07-02,S004,Declan Byrne,Supervisor,12,7,18.0,126.0,True,False
SH20230702S008,2023-07-02,S008,Patrick Hennessy,Supervisor,13,7,18.0,126.0,True,False
SH20230702S005,2023-07-02,S005,Niamh Walsh,Bartender,13,7,14.5,101.5,True,False
SH20230703S010,2023-07-03,S010,Liam McCarthy,Kitchen,17,5,15.0,75.0,False,False
SH20230703S002,2023-07-03,S002,Cian O'Sullivan,Bartender,13,5,14.5,72.5,False,False
SH20230704S004,2023-07-04,S004,Declan Byrne,Supervisor,12,5,18.0,90.0,False,False
SH20230704S007,2023-07-04,S007,Roisin Doyle,Floor Staff,17,5,13.5,67.5,False,False
SH20230705S002,2023-07-05,S002,Cian O'Sullivan,Bartender,13,6,14.5,87.0,False,False
SH20230705S001,2023-07-05,S001,Aoife Murphy,Bartender,13,6,14.5,87.0,False,False
SH20230705S009,2023-07-05,S009,Emma Burke,Kitchen,11,5,15.0,75.0,False,False
SH20230706S007,2023-07-06,S007,Roisin Doyle,Floor Staff,17,5,13.5,67.5,False,False
SH20230706S002,2023-07-06,S002,Cian O'Sullivan,Bartender,12,6,14.5,87.0,False,False
SH20230706S001,2023-07-06,S001,Aoife Murphy,Bartender,13,5,14.5,72.5,False,False
SH20230706S004,2023-07-06,S004,Declan Byrne,Supervisor,17,6,18.0,108.0,False,False
SH20230707S005,2023-07-07,S005,Niamh Walsh,Bartender,11,6,14.5,87.0,False,False
SH20230707S002,2023-07-07,S002,Cian O'Sullivan,Bartender,12,6,14.5,87.0,False,False
SH20230707S001,2023-07-07,S001,Aoife Murphy,Bartender,12,7,14.5,101.5,False,False
SH20230707S008,2023-07-07,S008,Patrick Hennessy,Supervisor,17,7,18.0,126.0,False,False
SH20230707S004,2023-07-07,S004,Declan Byrne,Supervisor,17,7,18.0,126.0,False,False
SH20230708S007,2023-07-08,S007,Roisin Doyle,Floor Staff,13,6,13.5,81.0,True,False
SH20230708S002,2023-07-08,S002,Cian O'Sullivan,Bartender,13,8,14.5,116.0,True,False
SH20230708S003,2023-07-08,S003,Siobhan Kelly,Bartender,12,7,14.5,101.5,True,False
SH20230708S001,2023-07-08,S001,Aoife Murphy,Bartender,11,8,14.5,116.0,True,False
SH20230708S008,2023-07-08,S008,Patrick Hennessy,Supervisor,17,6,18.0,108.0,True,False
SH20230709S003,2023-07-09,S003,Siobhan Kelly,Bartender,13,7,14.5,101.5,True,False
SH20230709S010,2023-07-09,S010,Liam McCarthy,Kitchen,12,8,15.0,120.0,True,False
SH20230709S009,2023-07-09,S009,Emma Burke,Kitchen,17,6,15.0,90.0,True,False
SH20230709S002,2023-07-09,S002,Cian O'Sullivan,Bartender,17,6,14.5,87.0,True,False
SH20230709S004,2023-07-09,S004,Declan Byrne,Supervisor,11,7,18.0,126.0,True,False
SH20230709S006,2023-07-09,S006,Seamus Connolly,Floor Staff,12,7,13.5,94.5,True,False
SH20230709S008,2023-07-09,S008,Patrick Hennessy,Supervisor,13,6,18.0,108.0,True,False
SH20230710S004,2023-07-10,S004,Declan Byrne,Supervisor,17,6,18.0,108.0,False,False
SH20230710S002,2023-07-10,S002,Cian O'Sullivan,Bartender,17,6,14.5,87.0,False,False
SH20230710S003,2023-07-10,S003,Siobhan Kelly,Bartender,12,6,14.5,87.0,False,False
SH20230711S002,2023-07-11,S002,Cian O'Sullivan,Bartender,17,5,14.5,72.5,False,False
SH20230711S004,2023-07-11,S004,Declan Byrne,Supervisor,12,6,18.0,108.0,False,False
SH20230711S008,2023-07-11,S008,Patrick Hennessy,Supervisor,17,6,18.0,108.0,False,False
SH20230712S007,2023-07-12,S007,Roisin Doyle,Floor Staff,12,6,13.5,81.0,False,False
SH20230712S003,2023-07-12,S003,Siobhan Kelly,Bartender,13,5,14.5,72.5,False,False
SH20230713S009,2023-07-13,S009,Emma Burke,Kitchen,17,6,15.0,90.0,False,False
SH20230713S004,2023-07-13,S004,Declan Byrne,Supervisor,11,5,18.0,90.0,False,False
SH20230713S005,2023-07-13,S005,Niamh Walsh,Bartender,17,6,14.5,87.0,False,False
SH20230713S006,2023-07-13,S006,Seamus Connolly,Floor Staff,12,6,13.5,81.0,False,False
SH20230714S010,2023-07-14,S010,Liam McCarthy,Kitchen,12,7,15.0,105.0,False,False
SH20230714S007,2023-07-14,S007,Roisin Doyle,Floor Staff,12,6,13.5,81.0,False,False
SH20230714S001,2023-07-14,S001,Aoife Murphy,Bartender,11,7,14.5,101.5,False,False
SH20230714S003,2023-07-14,S003,Siobhan Kelly,Bartender,12,8,14.5,116.0,False,False
SH20230714S005,2023-07-14,S005,Niamh Walsh,Bartender,17,7,14.5,101.5,False,False
SH20230714S004,2023-07-14,S004,Declan Byrne,Supervisor,11,6,18.0,108.0,False,False
SH20230714S006,2023-07-14,S006,Seamus Connolly,Floor Staff,17,8,13.5,108.0,False,False
SH20230715S009,2023-07-15,S009,Emma Burke,Kitchen,12,8,15.0,120.0,True,True
SH20230715S005,2023-07-15,S005,Niamh Walsh,Bartender,17,7,14.5,101.5,True,True
SH20230715S003,2023-07-15,S003,Siobhan Kelly,Bartender,17,6,14.5,87.0,True,True
SH20230715S007,2023-07-15,S007,Roisin Doyle,Floor Staff,12,6,13.5,81.0,True,True
SH20230715S008,2023-07-15,S008,Patrick Hennessy,Supervisor,13,6,18.0,108.0,True,True
SH20230715S001,2023-07-15,S001,Aoife Murphy,Bartender,13,6,14.5,87.0,True,True
SH20230716S010,2023-07-16,S010,Liam McCarthy,Kitchen,13,6,15.0,90.0,True,False
SH20230716S005,2023-07-16,S005,Niamh Walsh,Bartender,13,7,14.5,101.5,True,False
SH20230716S003,2023-07-16,S003,Siobhan Kelly,Bartender,11,8,14.5,116.0,True,False
SH20230716S006,2023-07-16,S006,Seamus Connolly,Floor Staff,13,8,13.5,108.0,True,False
SH20230716S008,2023-07-16,S008,Patrick Hennessy,Supervisor,13,6,18.0,108.0,True,False
SH20230716S009,2023-07-16,S009,Emma Burke,Kitchen,12,8,15.0,120.0,True,False
SH20230716S001,2023-07-16,S001,Aoife Murphy,Bartender,12,6,14.5,87.0,True,False
SH20230716S007,2023-07-16,S007,Roisin Doyle,Floor Staff,11,7,13.5,94.5,True,False
SH20230717S006,2023-07-17,S006,Seamus Connolly,Floor Staff,17,5,13.5,67.5,False,False
SH20230717S004,2023-07-17,S004,Declan Byrne,Supervisor,12,6,18.0,108.0,False,False
SH20230718S005,2023-07-18,S005,Niamh Walsh,Bartender,11,5,14.5,72.5,False,False
SH20230718S001,2023-07-18,S001,Aoife Murphy,Bartender,13,6,14.5,87.0,False,False
SH20230719S009,2023-07-19,S009,Emma Burke,Kitchen,17,5,15.0,75.0,False,False
SH20230719S006,2023-07-19,S006,Seamus Connolly,Floor Staff,11,5,13.5,67.5,False,False
SH20230720S005,2023-07-20,S005,Niamh Walsh,Bartender,13,6,14.5,87.0,False,False
SH20230720S003,2023-07-20,S003,Siobhan Kelly,Bartender,17,5,14.5,72.5,False,False
SH20230721S003,2023-07-21,S003,Siobhan Kelly,Bartender,11,6,14.5,87.0,False,False
SH20230721S008,2023-07-21,S008,Patrick Hennessy,Supervisor,11,6,18.0,108.0,False,False
SH20230721S006,2023-07-21,S006,Seamus Connolly,Floor Staff,12,8,13.5,108.0,False,False
SH20230721S005,2023-07-21,S005,Niamh Walsh,Bartender,17,6,14.5,87.0,False,False
SH20230721S009,2023-07-21,S009,Emma Burke,Kitchen,11,8,15.0,120.0,False,False
SH20230721S001,2023-07-21,S001,Aoife Murphy,Bartender,17,7,14.5,101.5,False,False
SH20230722S007,2023-07-22,S007,Roisin Doyle,Floor Staff,13,6,13.5,81.0,True,False
SH20230722S009,2023-07-22,S009,Emma Burke,Kitchen,11,7,15.0,105.0,True,False
SH20230722S010,2023-07-22,S010,Liam McCarthy,Kitchen,12,7,15.0,105.0,True,False
SH20230722S005,2023-07-22,S005,Niamh Walsh,Bartender,17,7,14.5,101.5,True,False
SH20230722S002,2023-07-22,S002,Cian O'Sullivan,Bartender,11,6,14.5,87.0,True,False
SH20230722S004,2023-07-22,S004,Declan Byrne,Supervisor,13,8,18.0,144.0,True,False
SH20230723S005,2023-07-23,S005,Niamh Walsh,Bartender,12,8,14.5,116.0,True,False
SH20230723S010,2023-07-23,S010,Liam McCarthy,Kitchen,11,6,15.0,90.0,True,False
SH20230723S008,2023-07-23,S008,Patrick Hennessy,Supervisor,11,6,18.0,108.0,True,False
SH20230723S009,2023-07-23,S009,Emma Burke,Kitchen,17,8,15.0,120.0,True,False
SH20230723S003,2023-07-23,S003,Siobhan Kelly,Bartender,11,6,14.5,87.0,True,False
SH20230723S001,2023-07-23,S001,Aoife Murphy,Bartender,12,7,14.5,101.5,True,False
SH20230723S006,2023-07-23,S006,Seamus Connolly,Floor Staff,12,6,13.5,81.0,True,False
SH20230723S007,2023-07-23,S007,Roisin Doyle,Floor Staff,17,6,13.5,81.0,True,False
SH20230724S008,2023-07-24,S008,Patrick Hennessy,Supervisor,17,5,18.0,90.0,False,False
SH20230724S009,2023-07-24,S009,Emma Burke,Kitchen,11,5,15.0,75.0,False,False
SH20230724S003,2023-07-24,S003,Siobhan Kelly,Bartender,11,5,14.5,72.5,False,False
SH20230724S006,2023-07-24,S006,Seamus Connolly,Floor Staff,17,5,13.5,67.5,False,False
SH20230725S002,2023-07-25,S002,Cian O'Sullivan,Bartender,13,6,14.5,87.0,False,False
SH20230725S010,2023-07-25,S010,Liam McCarthy,Kitchen,11,6,15.0,90.0,False,False
SH20230726S002,2023-07-26,S002,Cian O'Sullivan,Bartender,11,6,14.5,87.0,False,False
SH20230726S006,2023-07-26,S006,Seamus Connolly,Floor Staff,12,5,13.5,67.5,False,False
SH20230726S004,2023-07-26,S004,Declan Byrne,Supervisor,13,5,18.0,90.0,False,False
SH20230727S003,2023-07-27,S003,Siobhan Kelly,Bartender,12,5,14.5,72.5,False,False
SH20230727S006,2023-07-27,S006,Seamus Connolly,Floor Staff,17,6,13.5,81.0,False,False
SH20230728S007,2023-07-28,S007,Roisin Doyle,Floor Staff,17,8,13.5,108.0,False,False
SH20230728S001,2023-07-28,S001,Aoife Murphy,Bartender,11,7,14.5,101.5,False,False
SH20230728S006,2023-07-28,S006,Seamus Connolly,Floor Staff,17,7,13.5,94.5,False,False
SH20230728S009,2023-07-28,S009,Emma Burke,Kitchen,13,6,15.0,90.0,False,False
SH20230728S004,2023-07-28,S004,Declan Byrne,Supervisor,11,8,18.0,144.0,False,False
SH20230728S003,2023-07-28,S003,Siobhan Kelly,Bartender,13,7,14.5,101.5,False,False
SH20230728S010,2023-07-28,S010,Liam McCarthy,Kitchen,11,6,15.0,90.0,False,False
SH20230729S008,2023-07-29,S008,Patrick Hennessy,Supervisor,13,7,18.0,126.0,True,False
SH20230729S003,2023-07-29,S003,Siobhan Kelly,Bartender,13,6,14.5,87.0,True,False
SH20230729S007,2023-07-29,S007,Roisin Doyle,Floor Staff,13,8,13.5,108.0,True,False
SH20230729S010,2023-07-29,S010,Liam McCarthy,Kitchen,17,6,15.0,90.0,True,False
SH20230729S004,2023-07-29,S004,Declan Byrne,Supervisor,12,7,18.0,126.0,True,False
SH20230729S009,2023-07-29,S009,Emma Burke,Kitchen,17,7,15.0,105.0,True,False
SH20230729S001,2023-07-29,S001,Aoife Murphy,Bartender,12,7,14.5,101.5,True,False
SH20230729S005,2023-07-29,S005,Niamh Walsh,Bartender,13,6,14.5,87.0,True,False
SH20230730S008,2023-07-30,S008,Patrick Hennessy,Supervisor,12,7,18.0,126.0,True,False
SH20230730S002,2023-07-30,S002,Cian O'Sullivan,Bartender,13,6,14.5,87.0,True,False
SH20230730S004,2023-07-30,S004,Declan Byrne,Supervisor,13,6,18.0,108.0,True,False
SH20230730S007,2023-07-30,S007,Roisin Doyle,Floor Staff,11,7,13.5,94.5,True,False
SH20230730S009,2023-07-30,S009,Emma Burke,Kitchen,13,7,15.0,105.0,True,False
SH20230730S006,2023-07-30,S006,Seamus Connolly,Floor Staff,12,8,13.5,108.0,True,False
SH20230730S003,2023-07-30,S003,Siobhan Kelly,Bartender,13,7,14.5,101.5,True,False
SH20230730S005,2023-07-30,S005,Niamh Walsh,Bartender,12,7,14.5,101.5,True,False
SH20230731S004,2023-07-31,S004,Declan Byrne,Supervisor,12,5,18.0,90.0,False,False
SH20230731S003,2023-07-31,S003,Siobhan Kelly,Bartender,12,5,14.5,72.5,False,False
SH20230801S009,2023-08-01,S009,Emma Burke,Kitchen,12,6,15.0,90.0,False,False
SH20230801S010,2023-08-01,S010,Liam McCarthy,Kitchen,13,5,15.0,75.0,False,False
SH20230802S008,2023-08-02,S008,Patrick Hennessy,Supervisor,13,6,18.0,108.0,False,False
SH20230802S005,2023-08-02,S005,Niamh Walsh,Bartender,17,6,14.5,87.0,False,False
SH20230802S006,2023-08-02,S006,Seamus Connolly,Floor Staff,17,5,13.5,67.5,False,False
SH20230802S007,2023-08-02,S007,Roisin Doyle,Floor Staff,11,6,13.5,81.0,False,False
SH20230803S010,2023-08-03,S010,Liam McCarthy,Kitchen,13,5,15.0,75.0,False,False
SH20230803S001,2023-08-03,S001,Aoife Murphy,Bartender,11,5,14.5,72.5,False,False
SH20230803S005,2023-08-03,S005,Niamh Walsh,Bartender,17,5,14.5,72.5,False,False
SH20230803S007,2023-08-03,S007,Roisin Doyle,Floor Staff,17,5,13.5,67.5,False,False
SH20230804S007,2023-08-04,S007,Roisin Doyle,Floor Staff,11,7,13.5,94.5,False,False
SH20230804S004,2023-08-04,S004,Declan Byrne,Supervisor,11,8,18.0,144.0,False,False
SH20230804S001,2023-08-04,S001,Aoife Murphy,Bartender,17,6,14.5,87.0,False,False
SH20230804S005,2023-08-04,S005,Niamh Walsh,Bartender,12,7,14.5,101.5,False,False
SH20230804S009,2023-08-04,S009,Emma Burke,Kitchen,17,8,15.0,120.0,False,False
SH20230804S003,2023-08-04,S003,Siobhan Kelly,Bartender,17,8,14.5,116.0,False,False
SH20230805S007,2023-08-05,S007,Roisin Doyle,Floor Staff,11,6,13.5,81.0,True,False
