customer_id,first_name,last_name,email,join_date,total_visits,avg_spend_eur,total_spend_eur,loyalty_points,segment,preferred_category,is_active
C0235,Darragh,O'Sullivan,darragh.osullivan@gmail.com,2024-04-29,78,38.67,3016.26,1170,VIP,Food,True
C0236,Ciara,Hennessy,ciara.hennessy@gmail.com,2023-10-11,85,23.27,1977.95,850,VIP,Wine,True
C0237,Patrick,Kelly,patrick237@gmail.com,2024-02-09,26,50.98,1325.48,208,Regular,Spirits,True
C0238,Siobhan,Doyle,siobhan.doyle@gmail.com,2024-02-15,106,41.61,4410.66,954,VIP,Spirits,True
C0239,Aisling,Hennessy,aisling239@gmail.com,2023-12-08,54,30.84,1665.36,810,VIP,Spirits,True
C0240,Declan,Kelly,declan240@gmail.com,2024-05-09,118,21.13,2493.34,708,VIP,Spirits,True
C0241,Caoimhe,Walsh,caoimhe241@gmail.com,2023-01-31,4,47.52,190.08,48,New,Draught Beer,True
C0242,Patrick,Doyle,patrick242@gmail.com,2023-04-15,7,37.65,263.55,49,Occasional,Wine,True
C0243,Sinead,Brennan,sinead.brennan@gmail.com,2024-01-27,19,68.65,1304.35,266,Occasional,Food,True
C0244,Caoimhe,Kelly,caoimhe.kelly@gmail.com,2024-07-23,85,65.9,5601.5,935,VIP,Non-Alcoholic,True
C0245,Maeve,O'Brien,maeve245@gmail.com,2023-04-17,114,23.67,2698.38,798,VIP,Draught Beer,True
C0246,Liam,Ryan,liam246@gmail.com,2023-02-25,37,19.52,722.24,518,Regular,Food,True
C0247,Cian,Connolly,cian.connolly@gmail.com,2023-01-11,102,71.13,7255.26,1122,VIP,Wine,True
C0248,Sinead,O'Sullivan,sinead.osullivan@gmail.com,2023-07-27,25,75.02,1875.5,325,Regular,Wine,True
C0249,Sean,McCarthy,sean249@gmail.com,2023-05-13,37,21.88,809.56,296,Regular,Wine,True
C0250,Patrick,O'Sullivan,patrick250@gmail.com,2024-01-08,96,15.16,1455.36,1440,VIP,Wine,True
C0251,Sinead,Kavanagh,sinead.kavanagh@gmail.com,2023-05-13,19,61.17,1162.23,190,Occasional,Draught Beer,True
C0252,Emma,Ryan,emma.ryan@gmail.com,2023-03-16,85,49.65,4220.25,935,VIP,Draught Beer,True
C0253,Orla,Kelly,orla253@gmail.com,2024-01-27,120,70.74,8488.8,1080,VIP,Spirits,True
C0254,Sean,Byrne,sean254@gmail.com,2023-10-29,95,29.04,2758.8,760,VIP,Wine,True
C0255,Caoimhe,Ryan,caoimhe.ryan@gmail.com,2023-07-06,26,59.49,1546.74,182,Regular,Food,True
C0256,Brendan,Hennessy,brendan.hennessy@gmail.com,2024-07-27,86,29.58,2543.88,688,VIP,Wine,True
C0257,Caoimhe,Ryan,caoimhe257@gmail.com,2023-11-09,54,28.04,1514.16,270,VIP,Food,True
C0258,Ciara,Hennessy,ciara258@gmail.com,2024-04-11,34,69.11,2349.74,408,Regular,Wine,True
C0259,Declan,Walsh,declan.walsh@gmail.com,2024-01-21,30,62.42,1872.6,180,Regular,Wine,True
C0260,Patrick,McCarthy,patrick260@gmail.com,2023-07-10,36,73.23,2636.28,504,Regular,Draught Beer,True
C0261,Oisin,McCarthy,oisin261@gmail.com,2023-04-11,54,45.49,2456.46,594,VIP,Wine,True
C0262,Brendan,McCarthy,brendan.mccarthy@gmail.com,2024-07-22,82,28.65,2349.3,1230,VIP,Draught Beer,True
C0263,Roisin,Walsh,roisin263@gmail.com,2024-01-02,10,18.6,186.0,130,Occasional,Spirits,True
C0264,Siobhan,Walsh,siobhan264@gmail.com,2024-05-24,74,25.34,1875.16,1036,VIP,Food,True
C0265,Grainne,Burke,grainne265@gmail.com,2023-12-28,78,36.1,2815.8,858,VIP,Food,True
C0266,Jack,Kavanagh,jack266@gmail.com,2023-07-02,10,56.85,568.5,100,Occasional,Food,True
C0267,Aisling,Brennan,aisling.brennan@gmail.com,2024-01-27,82,67.4,5526.8,1066,VIP,Draught Beer,True
C0268,Declan,McCarthy,declan268@gmail.com,2024-03-01,71,59.45,4220.95,994,VIP,Wine,True
C0269,Darragh,McCarthy,darragh.mccarthy@gmail.com,2023-01-25,94,83.17,7817.98,1128,VIP,Spirits,True
C0270,Cian,Connolly,cian270@gmail.com,2024-02-29,21,81.0,1701.0,252,Regular,Non-Alcoholic,True
C0271,Cian,Byrne,cian.byrne@gmail.com,2024-02-13,105,15.2,1596.0,1365,VIP,Wine,True
C0272,Darragh,Murphy,darragh272@gmail.com,2023-10-06,25,55.86,1396.5,250,Regular,Spirits,True
C0273,Emma,Kelly,emma273@gmail.com,2023-01-26,117,61.46,7190.82,819,VIP,Wine,True
C0274,Aoife,O'Sullivan,aoife274@gmail.com,2023-11-08,98,20.1,1969.8,1372,VIP,Spirits,True
C0275,Aisling,McCarthy,aisling.mccarthy@gmail.com,2023-10-15,51,43.85,2236.35,357,VIP,Wine,True
C0276,Jack,O'Sullivan,jack276@gmail.com,2023-10-02,79,40.81,3223.99,474,VIP,Wine,True
C0277,Cian,McCarthy,cian277@gmail.com,2023-04-04,61,36.7,2238.7,854,VIP,Wine,True
C0278,Conor,O'Brien,conor278@gmail.com,2023-05-23,89,55.85,4970.65,801,VIP,Non-Alcoholic,True
C0279,Sean,Connolly,sean279@gmail.com,2023-11-20,114,50.83,5794.62,1254,VIP,Non-Alcoholic,True
C0280,Roisin,Hennessy,roisin280@gmail.com,2023-03-22,84,65.85,5531.4,1008,VIP,Draught Beer,True
C0281,Sinead,Burke,sinead.burke@gmail.com,2023-11-10,51,59.64,3041.64,612,VIP,Spirits,True
C0282,Roisin,Murphy,roisin.murphy@gmail.com,2023-04-29,32,38.69,1238.08,384,Regular,Wine,True
C0283,Ciara,Hennessy,ciara283@gmail.com,2023-11-06,87,43.26,3763.62,1044,VIP,Food,True
C0284,Aisling,Walsh,aisling.walsh@gmail.com,2023-12-10,69,64.43,4445.67,759,VIP,Non-Alcoholic,True
C0285,Aoife,McCarthy,aoife285@gmail.com,2023-05-31,15,50.5,757.5,105,Occasional,Draught Beer,True
C0286,Sinead,McCarthy,sinead.mccarthy@gmail.com,2023-09-07,62,73.22,4539.64,620,VIP,Draught Beer,True
C0287,Conor,O'Sullivan,conor287@gmail.com,2024-08-02,120,76.83,9219.6,960,VIP,Food,True
C0288,Orla,Murphy,orla.murphy@gmail.com,2024-04-14,86,53.65,4613.9,1290,VIP,Non-Alcoholic,True
C0289,Liam,O'Brien,liam289@gmail.com,2024-07-02,5,81.62,408.1,60,Occasional,Food,True
C0290,Oisin,Kelly,oisin.kelly@gmail.com,2023-03-24,30,70.78,2123.4,240,Regular,Food,True
C0291,Brendan,Kavanagh,brendan291@gmail.com,2024-04-10,23,18.99,436.77,230,Regular,Draught Beer,True
C0292,Jack,Burke,jack292@gmail.com,2023-03-18,72,64.35,4633.2,504,VIP,Draught Beer,True
C0293,Grainne,Ryan,grainne293@gmail.com,2023-11-05,58,52.44,3041.52,348,VIP,Non-Alcoholic,True
C0294,Orla,Doyle,orla294@gmail.com,2024-02-04,57,38.59,2199.63,855,VIP,Food,True
C0295,Patrick,Murphy,patrick.murphy@gmail.com,2023-02-11,64,24.69,1580.16,704,VIP,Food,True
C0296,Darragh,Hennessy,darragh296@gmail.com,2024-05-09,99,55.67,5511.33,594,VIP,Non-Alcoholic,True
C0297,Grainne,Connolly,grainne297@gmail.com,2024-06-30,111,77.13,8561.43,999,VIP,Spirits,True
C0298,Jack,Murphy,jack.murphy@gmail.com,2023-12-02,89,39.8,3542.2,979,VIP,Food,True
C0299,Liam,Doyle,liam.doyle@gmail.com,2023-11-23,40,58.01,2320.4,280,Regular,Spirits,True
C0300,Maeve,Ryan,maeve.ryan@gmail.com,2023-10-24,57,83.19,4741.83,627,VIP,Food,True
C0301,Aisling,Brennan,aisling301@gmail.com,2023-02-07,95,16.76,1592.2,1330,VIP,Wine,True
C0302,Liam,Kavanagh,liam.kavanagh@gmail.com,2023-12-30,87,62.37,5426.19,696,VIP,Draught Beer,True
C0303,Darragh,Kelly,darragh303@gmail.com,2023-05-03,55,20.21,1111.55,330,VIP,Draught Beer,True
C0304,Sinead,Murphy,sinead.murphy@gmail.com,2024-04-26,72,27.5,1980.0,1080,VIP,Wine,True
C0305,Sinead,Kavanagh,sinead305@gmail.com,2023-06-02,49,68.72,3367.28,343,Regular,Non-Alcoholic,True
C0306,Liam,Doyle,liam306@gmail.com,2024-01-16,43,48.54,2087.22,387,Regular,Non-Alcoholic,True
C0307,Jack,Doyle,jack.doyle@gmail.com,2024-04-07,99,81.15,8033.85,990,VIP,Food,True
C0308,Maeve,Hennessy,maeve308@gmail.com,2024-06-25,39,56.88,2218.32,390,Regular,Draught Beer,True
C0309,Darragh,Hennessy,darragh309@gmail.com,2023-01-27,4,77.38,309.52,36,New,Wine,True
C0310,Fionn,Doyle,fionn.doyle@gmail.com,2024-07-19,41,45.45,1863.45,574,Regular,Non-Alcoholic,True
C0311,Orla,Hennessy,orla.hennessy@gmail.com,2023-07-04,32,47.17,1509.44,384,Regular,Spirits,True
C0312,Conor,O'Sullivan,conor312@gmail.com,2024-04-11,37,79.91,2956.67,185,Regular,Food,True
C0313,Aoife,Doyle,aoife313@gmail.com,2023-08-09,70,45.93,3215.1,700,VIP,Food,True
C0314,Grainne,Byrne,grainne.byrne@gmail.com,2023-05-02,13,32.46,421.98,78,Occasional,Non-Alcoholic,True
C0315,Declan,Connolly,declan315@gmail.com,2023-02-20,86,78.96,6790.56,688,VIP,Draught Beer,True
C0316,Siobhan,Brennan,siobhan.brennan@gmail.com,2023-04-09,1,69.05,69.05,6,New,Draught Beer,False
C0317,Jack,Hennessy,jack317@gmail.com,2024-02-18,39,23.7,924.3,429,Regular,Spirits,True
C0318,Fionn,Connolly,fionn318@gmail.com,2023-02-25,2,41.4,82.8,26,New,Non-Alcoholic,False
C0319,Declan,Ryan,declan319@gmail.com,2023-05-02,102,63.46,6472.92,510,VIP,Food,True
C0320,Eoin,Byrne,eoin.byrne@gmail.com,2024-05-04,23,54.69,1257.87,207,Regular,Wine,True
C0321,Conor,Connolly,conor.connolly@gmail.com,2024-04-20,77,83.28,6412.56,539,VIP,Wine,True
C0322,Patrick,Walsh,patrick.walsh@gmail.com,2023-10-22,34,49.57,1685.38,442,Regular,Draught Beer,True
C0323,Cian,Doyle,cian323@gmail.com,2024-01-30,105,65.3,6856.5,1470,VIP,Food,True
C0324,Brendan,Doyle,brendan324@gmail.com,2023-11-29,89,44.04,3919.56,890,VIP,Draught Beer,True
C0325,Declan,McCarthy,declan325@gmail.com,2024-08-13,119,53.27,6339.13,595,VIP,Spirits,True
C0326,Emma,O'Brien,emma.obrien@gmail.com,2023-09-04,81,50.44,4085.64,1134,VIP,Spirits,True
C0327,Emma,Walsh,emma327@gmail.com,2024-07-19,10,82.56,825.6,90,Occasional,Food,True
C0328,Niamh,McCarthy,niamh.mccarthy@gmail.com,2023-12-17,83,26.3,2182.9,415,VIP,Spirits,True
C0329,Maeve,Doyle,maeve329@gmail.com,2024-03-08,99,79.74,7894.26,1089,VIP,Wine,True
C0330,Niamh,Kavanagh,niamh.kavanagh@gmail.com,2023-04-15,71,84.44,5995.24,781,VIP,Spirits,True
C0331,Patrick,Hennessy,patrick331@gmail.com,2023-05-03,111,15.35,1703.85,777,VIP,Draught Beer,True
C0332,Niamh,Connolly,niamh.connolly@gmail.com,2024-01-31,7,34.44,241.08,77,Occasional,Draught Beer,True
C0333,Declan,Ryan,declan333@gmail.com,2023-08-17,98,45.79,4487.42,1078,VIP,Non-Alcoholic,True
C0334,Cian,Walsh,cian334@gmail.com,2023-09-05,102,59.22,6040.44,510,VIP,Draught Beer,True
C0335,Niamh,Burke,niamh335@gmail.com,2023-09-22,37,53.5,1979.5,555,Regular,Non-Alcoholic,True
C0336,Cian,Connolly,cian336@gmail.com,2023-12-30,77,51.09,3933.93,1001,VIP,Food,True
C0337,Sean,Burke,sean.burke@gmail.com,2023-10-10,28,26.62,745.36,280,Regular,Draught Beer,True
C0338,Jack,Brennan,jack.brennan@gmail.com,2024-01-20,33,83.9,2768.7,165,Regular,Spirits,True
C0339,Maeve,Walsh,maeve.walsh@gmail.com,2023-05-03,95,72.48,6885.6,950,VIP,Wine,True
C0340,Darragh,Kavanagh,darragh340@gmail.com,2024-01-24,87,31.09,2704.83,1218,VIP,Non-Alcoholic,True
C0341,Roisin,Connolly,roisin.connolly@gmail.com,2024-07-18,107,83.03,8884.21,1605,VIP,Non-Alcoholic,True
C0342,Emma,Byrne,emma342@gmail.com,2023-02-17,3,49.4,148.2,39,New,Wine,False
C0343,Conor,Kavanagh,conor.kavanagh@gmail.com,2023-12-02,77,39.34,3029.18,770,VIP,Food,True
C0344,Ciara,Brennan,ciara344@gmail.com,2023-08-16,40,22.74,909.6,200,Regular,Draught Beer,True
C0345,Patrick,Hennessy,patrick345@gmail.com,2023-04-22,118,29.26,3452.68,590,VIP,Food,True
C0346,Sean,O'Brien,sean.obrien@gmail.com,2023-06-05,20,48.39,967.8,140,Regular,Non-Alcoholic,True
C0347,Liam,Brennan,liam.brennan@gmail.com,2023-04-13,74,61.66,4562.84,1036,VIP,Non-Alcoholic,True
C0348,Oisin,Byrne,oisin.byrne@gmail.com,2023-12-01,42,70.77,2972.34,588,Regular,Food,True
C0349,Aisling,Doyle,aisling.doyle@gmail.com,2024-06-17,54,52.24,2820.96,486,VIP,Food,True
C0350,Oisin,Ryan,oisin.ryan@gmail.com,2024-07-07,31,37.06,1148.86,465,Regular,Food,True
C0351,Cian,O'Sullivan,cian351@gmail.com,2024-01-05,6,77.3,463.8,84,Occasional,Food,True
C0352,Emma,O'Brien,emma352@gmail.com,2023-01-14,50,23.33,1166.5,750,VIP,Spirits,True
C0353,Emma,Hennessy,emma353@gmail.com,2023-07-05,95,40.53,3850.35,570,VIP,Spirits,True
C0354,Siobhan,Doyle,siobhan354@gmail.com,2023-10-03,38,68.91,2618.58,190,Regular,Draught Beer,True
C0355,Emma,Byrne,emma355@gmail.com,2024-08-20,51,27.63,1409.13,510,VIP,Food,True
C0356,Grainne,O'Brien,grainne.obrien@gmail.com,2024-01-05,50,17.53,876.5,400,VIP,Draught Beer,True
C0357,Eoin,O'Brien,eoin357@gmail.com,2023-08-27,87,33.04,2874.48,783,VIP,Spirits,True
C0358,Orla,Doyle,orla358@gmail.com,2023-05-20,18,74.68,1344.24,180,Occasional,Draught Beer,True
C0359,Caoimhe,Brennan,caoimhe.brennan@gmail.com,2023-05-19,33,24.51,808.83,363,Regular,Food,True
C0360,Fionn,Kavanagh,fionn.kavanagh@gmail.com,2023-05-11,20,17.76,355.2,180,Regular,Wine,True
C0361,Grainne,Byrne,grainne361@gmail.com,2024-06-15,103,16.22,1670.66,1442,VIP,Draught Beer,True
C0362,Emma,Doyle,emma362@gmail.com,2023-12-17,83,55.24,4584.92,498,VIP,Food,True
C0363,Oisin,Murphy,oisin.murphy@gmail.com,2023-06-11,86,47.6,4093.6,1204,VIP,Wine,True
C0364,Brendan,Ryan,brendan.ryan@gmail.com,2023-02-04,82,47.0,3854.0,1230,VIP,Food,True
C0365,Aisling,Connolly,aisling.connolly@gmail.com,2023-01-07,11,58.8,646.8,88,Occasional,Food,True
C0366,Declan,McCarthy,declan366@gmail.com,2024-08-13,9,48.38,435.42,81,Occasional,Wine,True
C0367,Brendan,Brennan,brendan.brennan@gmail.com,2023-04-30,45,60.86,2738.7,450,Regular,Non-Alcoholic,True
C0368,Maeve,Burke,maeve368@gmail.com,2024-02-20,60,70.73,4243.8,600,VIP,Wine,True
C0369,Emma,Byrne,emma369@gmail.com,2024-07-16,11,56.41,620.51,55,Occasional,Food,True
C0370,Darragh,Kavanagh,darragh370@gmail.com,2023-06-06,70,79.67,5576.9,490,VIP,Draught Beer,True
C0371,Emma,Burke,emma.burke@gmail.com,2023-04-21,110,18.85,2073.5,1100,VIP,Draught Beer,True
C0372,Conor,McCarthy,conor372@gmail.com,2023-03-15,120,49.21,5905.2,1560,VIP,Draught Beer,True
C0373,Siobhan,Ryan,siobhan373@gmail.com,2023-02-02,26,40.45,1051.7,130,Regular,Spirits,True
C0374,Sean,Byrne,sean374@gmail.com,2023-08-29,25,56.15,1403.75,200,Regular,Spirits,True
C0375,Declan,Kelly,declan375@gmail.com,2024-08-03,42,50.05,2102.1,546,Regular,Spirits,True
C0376,Roisin,O'Brien,roisin376@gmail.com,2024-06-08,20,82.44,1648.8,240,Regular,Draught Beer,True
C0377,Darragh,O'Sullivan,darragh377@gmail.com,2024-08-20,41,70.63,2895.83,615,Regular,Spirits,True
C0378,Cian,Kelly,cian.kelly@gmail.com,2024-03-09,7,32.15,225.05,77,Occasional,Wine,True
C0379,Declan,Hennessy,declan.hennessy@gmail.com,2023-08-05,120,73.33,8799.6,1080,VIP,Draught Beer,True
C0380,Darragh,Walsh,darragh.walsh@gmail.com,2023-07-31,119,18.9,2249.1,1428,VIP,Draught Beer,True
C0381,Eoin,O'Brien,eoin381@gmail.com,2023-07-17,110,66.34,7297.4,1540,VIP,Wine,True
C0382,Declan,Brennan,declan.brennan@gmail.com,2024-02-22,65,37.93,2465.45,975,VIP,Food,True
C0383,Fionn,McCarthy,fionn.mccarthy@gmail.com,2023-04-07,97,76.4,7410.8,1455,VIP,Spirits,True
C0384,Aisling,Murphy,aisling384@gmail.com,2023-08-05,57,43.59,2484.63,741,VIP,Food,True
C0385,Darragh,Ryan,darragh385@gmail.com,2024-06-19,85,30.13,2561.05,1105,VIP,Wine,True
C0386,Cian,O'Brien,cian386@gmail.com,2023-10-13,113,42.4,4791.2,565,VIP,Food,True
C0387,Orla,McCarthy,orla.mccarthy@gmail.com,2024-06-15,1,32.33,32.33,8,New,Draught Beer,False
C0388,Conor,Connolly,conor388@gmail.com,2023-09-29,54,41.92,2263.68,270,VIP,Wine,True
C0389,Jack,Hennessy,jack389@gmail.com,2024-04-23,93,43.28,4025.04,744,VIP,Food,True
C0390,Niamh,Brennan,niamh.brennan@gmail.com,2024-02-22,13,72.39,941.07,182,Occasional,Wine,True
C0391,Ciara,Doyle,ciara.doyle@gmail.com,2023-02-02,70,30.32,2122.4,560,VIP,Spirits,True
C0392,Sean,Ryan,sean.ryan@gmail.com,2024-03-08,99,35.32,3496.68,1287,VIP,Food,True
C0393,Caoimhe,O'Brien,caoimhe393@gmail.com,2023-03-13,52,48.65,2529.8,364,VIP,Wine,True
C0394,Patrick,Kelly,patrick394@gmail.com,2024-04-27,74,23.15,1713.1,518,VIP,Wine,True
C0395,Caoimhe,O'Brien,caoimhe395@gmail.com,2024-04-03,57,17.83,1016.31,342,VIP,Draught Beer,True
C0396,Cian,Connolly,cian396@gmail.com,2024-05-21,71,40.17,2852.07,355,VIP,Non-Alcoholic,True
C0397,Eoin,McCarthy,eoin397@gmail.com,2023-05-30,66,36.26,2393.16,924,VIP,Food,True
C0398,Caoimhe,Ryan,caoimhe398@gmail.com,2023-08-20,12,22.28,267.36,84,Occasional,Non-Alcoholic,True
C0399,Aoife,Kavanagh,aoife399@gmail.com,2024-04-23,108,44.36,4790.88,1404,VIP,Spirits,True
C0400,Sinead,Kelly,sinead.kelly@gmail.com,2023-12-22,52,38.64,2009.28,260,VIP,Draught Beer,True
C0401,Grainne,Walsh,grainne401@gmail.com,2023-08-22,118,33.77,3984.86,590,VIP,Spirits,True
C0402,Fionn,Hennessy,fionn402@gmail.com,2024-01-07,6,47.88,287.28,60,Occasional,Food,True
C0403,Cian,Connolly,cian403@gmail.com,2023-10-03,10,38.15,381.5,90,Occasional,Spirits,True
C0404,Grainne,Murphy,grainne404@gmail.com,2023-08-27,108,18.76,2026.08,1188,VIP,Food,True
C0405,Sean,Kavanagh,sean405@gmail.com,2024-01-31,24,83.2,1996.8,168,Regular,Wine,True
C0406,Roisin,Murphy,roisin406@gmail.com,2024-06-13,89,71.38,6352.82,712,VIP,Spirits,True
C0407,Orla,Byrne,orla407@gmail.com,2023-08-17,68,40.26,2737.68,544,VIP,Spirits,True
C0408,Darragh,O'Brien,darragh408@gmail.com,2023-10-10,105,60.07,6307.35,840,VIP,Draught Beer,True
C0409,Cian,O'Brien,cian409@gmail.com,2023-02-13,13,57.46,746.98,130,Occasional,Food,True
C0410,Grainne,Ryan,grainne410@gmail.com,2023-09-27,31,78.59,2436.29,279,Regular,Non-Alcoholic,True
C0411,Orla,Doyle,orla411@gmail.com,2024-05-12,20,51.51,1030.2,100,Regular,Food,True
C0412,Grainne,Burke,grainne412@gmail.com,2024-03-12,64,59.01,3776.64,896,VIP,Spirits,True
C0413,Conor,Connolly,conor413@gmail.com,2023-10-02,28,65.57,1835.96,196,Regular,Draught Beer,True
C0414,Emma,Hennessy,emma414@gmail.com,2023-08-13,32,75.36,2411.52,288,Regular,Non-Alcoholic,True
C0415,Niamh,McCarthy,niamh415@gmail.com,2024-05-13,8,60.78,486.24,120,Occasional,Draught Beer,True
C0416,Aisling,Hennessy,aisling416@gmail.com,2023-04-03,11,39.64,436.04,88,Occasional,Food,True
C0417,Sean,Burke,sean417@gmail.com,2024-07-16,76,43.71,3321.96,684,VIP,Spirits,True
C0418,Aisling,Ryan,aisling418@gmail.com,2023-10-26,22,79.71,1753.62,176,Regular,Draught Beer,True
C0419,Caoimhe,Burke,caoimhe.burke@gmail.com,2024-06-03,53,67.57,3581.21,636,VIP,Food,True
C0420,Aisling,Kelly,aisling.kelly@gmail.com,2024-05-27,105,83.14,8729.7,630,VIP,Food,True
C0421,Fionn,O'Brien,fionn421@gmail.com,2024-03-04,9,61.35,552.15,99,Occasional,Food,True
C0422,Brendan,Walsh,brendan.walsh@gmail.com,2023-12-26,12,45.91,550.92,156,Occasional,Non-Alcoholic,True
C0423,Emma,Burke,emma423@gmail.com,2024-02-26,68,59.28,4031.04,544,VIP,Spirits,True
C0424,Ciara,O'Sullivan,ciara.osullivan@gmail.com,2023-08-05,59,37.97,2240.23,885,VIP,Non-Alcoholic,True
C0425,Emma,Byrne,emma425@gmail.com,2023-01-07,106,45.57,4830.42,848,VIP,Draught Beer,True
C0426,Darragh,Hennessy,darragh426@gmail.com,2024-07-01,97,47.37,4594.89,1067,VIP,Non-Alcoholic,True
C0427,Jack,Ryan,jack427@gmail.com,2023-05-03,59,66.42,3918.78,413,VIP,Draught Beer,True
C0428,Emma,Byrne,emma428@gmail.com,2024-03-13,77,55.3,4258.1,539,VIP,Food,True
C0429,Fionn,Kavanagh,fionn429@gmail.com,2024-03-31,72,26.21,1887.12,360,VIP,Non-Alcoholic,True
C0430,Aoife,Ryan,aoife.ryan@gmail.com,2023-05-01,32,29.34,938.88,352,Regular,Non-Alcoholic,True
C0431,Conor,Kelly,conor431@gmail.com,2023-04-01,119,64.64,7692.16,833,VIP,Wine,True
C0432,Darragh,O'Sullivan,darragh432@gmail.com,2023-06-14,115,69.26,7964.9,1725,VIP,Draught Beer,True
C0433,Ciara,Connolly,ciara433@gmail.com,2023-09-05,88,57.7,5077.6,1144,VIP,Spirits,True
C0434,Cian,Doyle,cian434@gmail.com,2023-01-30,52,36.38,1891.76,572,VIP,Wine,True
C0435,Sean,Brennan,sean.brennan@gmail.com,2023-11-09,113,34.37,3883.81,904,VIP,Wine,True
C0436,Aisling,O'Sullivan,aisling436@gmail.com,2024-01-05,62,58.15,3605.3,310,VIP,Food,True
C0437,Caoimhe,Doyle,caoimhe.doyle@gmail.com,2023-09-26,15,24.19,362.85,165,Occasional,Food,True
C0438,Eoin,Doyle,eoin438@gmail.com,2024-04-14,96,45.98,4414.08,576,VIP,Wine,True
C0439,Sean,McCarthy,sean439@gmail.com,2024-08-05,96,79.75,7656.0,576,VIP,Non-Alcoholic,True
C0440,Siobhan,Walsh,siobhan440@gmail.com,2023-11-20,19,45.83,870.77,152,Occasional,Non-Alcoholic,True
C0441,Roisin,Connolly,roisin441@gmail.com,2024-07-11,114,66.82,7617.48,1368,VIP,Wine,True
C0442,Aisling,O'Sullivan,aisling442@gmail.com,2023-08-15,21,73.0,1533.0,294,Regular,Draught Beer,True
C0443,Sinead,O'Brien,sinead443@gmail.com,2024-05-19,47,73.71,3464.37,564,Regular,Draught Beer,True
C0444,Siobhan,O'Brien,siobhan.obrien@gmail.com,2024-01-17,66,58.55,3864.3,462,VIP,Draught Beer,True
C0445,Aoife,Byrne,aoife445@gmail.com,2023-03-05,33,46.48,1533.84,165,Regular,Draught Beer,True
C0446,Siobhan,Byrne,siobhan.byrne@gmail.com,2023-07-21,82,66.11,5421.02,738,VIP,Spirits,True
C0447,Jack,Connolly,jack447@gmail.com,2023-04-30,110,33.5,3685.0,1650,VIP,Non-Alcoholic,True
C0448,Grainne,Doyle,grainne.doyle@gmail.com,2024-05-07,76,25.97,1973.72,988,VIP,Food,True
C0449,Maeve,Connolly,maeve449@gmail.com,2023-06-09,77,48.22,3712.94,1155,VIP,Wine,True
C0450,Roisin,Kelly,roisin450@gmail.com,2024-04-18,62,68.24,4230.88,682,VIP,Food,True
C0451,Niamh,Kelly,niamh451@gmail.com,2023-12-03,93,59.6,5542.8,1302,VIP,Non-Alcoholic,True
C0452,Grainne,Brennan,grainne452@gmail.com,2023-03-12,114,68.24,7779.36,798,VIP,Spirits,True
C0453,Orla,Doyle,orla453@gmail.com,2023-04-19,106,79.59,8436.54,1590,VIP,Spirits,True
C0454,Fionn,Kelly,fionn454@gmail.com,2023-07-29,115,59.04,6789.6,1265,VIP,Draught Beer,True
C0455,Maeve,Kelly,maeve.kelly@gmail.com,2023-02-23,38,23.47,891.86,342,Regular,Wine,True
C0456,Niamh,O'Sullivan,niamh456@gmail.com,2024-04-20,108,75.94,8201.52,1620,VIP,Draught Beer,True
C0457,Emma,Byrne,emma457@gmail.com,2023-05-31,108,18.86,2036.88,972,VIP,Wine,True
C0458,Niamh,Connolly,niamh458@gmail.com,2023-05-12,34,39.45,1341.3,510,Regular,Wine,True
C0459,Ciara,O'Sullivan,ciara459@gmail.com,2023-04-01,28,67.88,1900.64,336,Regular,Spirits,True
C0460,Aoife,Hennessy,aoife460@gmail.com,2024-03-18,6,28.4,170.4,54,Occasional,Non-Alcoholic,True
C0461,Fionn,Byrne,fionn.byrne@gmail.com,2024-02-29,34,22.64,769.76,442,Regular,Wine,True
C0462,Niamh,Kavanagh,niamh462@gmail.com,2023-02-10,10,30.75,307.5,130,Occasional,Wine,True
C0463,Aoife,Brennan,aoife.brennan@gmail.com,2024-02-20,31,57.03,1767.93,434,Regular,Wine,True
C0464,Aoife,Doyle,aoife464@gmail.com,2023-11-20,9,72.24,650.16,126,Occasional,Spirits,True
C0465,Fionn,O'Sullivan,fionn465@gmail.com,2023-11-22,54,39.81,2149.74,756,VIP,Spirits,True
C0466,Patrick,Byrne,patrick466@gmail.com,2024-05-12,81,19.31,1564.11,729,VIP,Draught Beer,True
C0467,Liam,Kelly,liam467@gmail.com,2024-04-08,27,79.08,2135.16,189,Regular,Wine,True
C0468,Roisin,Burke,roisin.burke@gmail.com,2023-06-05,29,79.07,2293.03,435,Regular,Non-Alcoholic,True
C0469,Jack,Walsh,jack.walsh@gmail.com,2024-06-30,66,60.71,4006.86,330,VIP,Non-Alcoholic,True
C0470,Ciara,Connolly,ciara470@gmail.com,2023-02-06,99,70.78,7007.22,990,VIP,Non-Alcoholic,True
C0471,Jack,McCarthy,jack.mccarthy@gmail.com,2023-04-09,97,28.16,2731.52,1358,VIP,Draught Beer,True
C0472,Oisin,McCarthy,oisin472@gmail.com,2023-05-24,23,63.5,1460.5,138,Regular,Non-Alcoholic,True
C0473,Fionn,Doyle,fionn473@gmail.com,2023-05-01,55,66.11,3636.05,605,VIP,Wine,True
C0474,Fionn,Connolly,fionn474@gmail.com,2023-04-11,50,31.4,1570.0,400,VIP,Spirits,True
C0475,Sean,Brennan,sean475@gmail.com,2023-08-06,60,73.46,4407.6,780,VIP,Spirits,True
